,Unnamed: 0,Translated Spans
6414,,"The last Annual Report and Accounts published, for the year 2015, shows the poor adherence of workers to State PPRs: 7618 adherents and capital under management of around 37 million euros"
6415,,These figures make us wonder what are the reasons why this state product has not attracted the interest of workers
6416,,"have advantages, for example, in terms of tax benefits in the IRS"
6417,,"This measure raises the issue of establishing a “level playing field” between public management, private management and social management of retirement savings products managed in pure capitalization, which include State PPRs."
6418,,this question is not new
6419,,the question may make sense to extend to the Social Security Financial Stabilization Fund
6420,,"Invoking public management to dispense with supervision and defend a differentiated treatment does not pay off, in the light of the principles of good governance"
6421,,"What is at stake is the protection of the interests of the beneficiaries of these products, given the eminently social function of these savings"
6422,,Public management does not replace supervision
6423,,The exercise of this function in addition to the management puts us in front of a typical conflict of interests
6424,,"Pure capitalization, on which complementary savings are based, is neither better nor worse because it is public, private or social."
6425,,What makes the difference is the regulation and supervision model and the quality of its performance
6426,,replacement rates (pension-to-earnings ratio) of the public pension system will be progressively lower
6427,,"replacement rates (pension-to-earnings ratio) of the public pension system will be progressively lower, posing problems of income adequacy in retirement"
6428,,posing income adequacy problems in retirement
6429,,complementary savings should be on the political agenda and a matter of concern for civil society
6430,,"This difficulty should, therefore, call for policies committed to the development of the 2nd Pillar (collective initiative savings/pension funds) and 3rd Pillar (individual initiative savings/PPR), in which there is room for public management , private management and social management"
6431,,The atrophying state of our Complementary System
6432,,lack of political will to develop it
6433,,in most European countries that have carried out reforms in public pension systems
6434,,This is a positive step – towards recognizing the importance of supplementary pension schemes
6435,,This is a positive step
6436,,recognize the importance of supplementary pension schemes
